category,sentence
1,7235959 206966989507 426970936685 1952868711 8318822960726372214 1801807223 7453010382200861811 7633012 1685221239 2002874980 232837363512 1935897460 516792702533787012527991 1871002845982912768883 1981107993117748459313 232756963169 10577590996401099175549884225556393519888286702694839601 
0,1701210476 435611595891 8319395793567113575 32772547957449569 
0,7106412 6714487 120325193752946 7828578 448344782188 461195539042 
0,8021363 1937207144 25956 1650553441 7958370 1701867368 1685024615 1702260588 212490942053 1702260588 24953 2443433815781095354602586506818405 
0,7954796 7233901 110386891417965 32765890859591796 499850244711 7954788 1684956531 478392707426 1936680821 32495402090329454 7105641 479105856333166071017569 1701208435 
0,32767024680953188 2003791475 521560288869 
1,29301 32495471027842915 1869772133 875573298 3224626 491327481455 28268862380666469 1734437990 126918152776755 1701736308 29301 435644491888 461229354083 28538277257700723 28542640894207341 1868983913 
0,1701407599 
0,499967813985 31078161834403939 32480047632314982 1836019570 1954047348 
0,27411277604417396 28542658090790768 808464749 25703 
0,1819043191 1886152055 1953656691 122642022995360972943484275 8387231318654873193 444234033268 
1,1954047348 1936941424 245722659126 32760384560328547 469459147625733248806768 2128684470267609508210 119165703843694 1936879719 32481117296748643 521510350945 521560288869 495622975348 
1,127961662514546 1954047348 1685221239 111516298932077 435644491888 1684956531 
0,504447856492 7809651225044152168 25956 1953394532 8319104452916306275 
0,114849177102693 
0,6778223 107126926176106 7453010343261205094 110386756939628 32480047632314982 1684957542 126922532022384 439805637747 28538242797369709 128017497481576 110386689306476 1918985593 
0,1684956531 29301 1871507245825598318946 448629993325 1918985593 7103860 29301 1701210476 8318822986781188464 110429656606061 133507968131438711914914147 521510348146 
0,8025450 128017497481576 1701539703 7629154 1920298082 1920298082 6578532 1868654956 1953390947 7173475 7304047 
0,32481121626188899 34184282066347370 495807197812 
1,461229747298 32199659214959202 111568040519012 127961796865894 8315178135798768998 499850244711 8314605234339017319 28548172526611828 7959906 3515075 7453010403576014194 7311723103453995618 1870574157394358659171 
0,6840673 111516215178595 1752397164 1937010540 6382964 1886744435 1684957547 7453010347573474662 
1,111494907916911 1919251317 521325014900 521492723052 7236837538885362020 6778732 2440484530391241797700005157706343989292332136 1833826488630928892262 7310302560386184563 7453010382049867617 
0,1702125932 
0,6578547 521610949747 7233901 1801807223 2036425826 1701210487 500068280676 32497639818944880 128021825744742 1935960427 1802661751 544943726518967141691235 
0,495773117552 133506532204902 7628147 435644494963 
0,7564400 1953394532 127978876071782 521376461939 
0,465676103545 31084793298248052 7827319 
0,7234916 8320788870470133111 30506402751803507 435459551856 2053726568 1953390947 7627109 1868654956 7632227 495740084590 7304047 8025453 1953063287 114844899371366 121399237243492 7627127 448344782188 8025453 7627109 7627127 
0,435594162786 1953720684 32491047277913458 32503094594137966 1853321076 1953390947 1833826488630643941747 521425871206 
0,140723798091775788118733932 121424856313699 7496035 125780071048546 7959906 418464229475 1634300769 1684957542 1871653629331680295013 7105641 418430873448 
0,8391162081246016103 1953719668 28542640877563747 448630251877 1918985570 127961661859172 113723913236332 31075997271025000 25460 
0,1818850419 110386756154726 1702127982 431197679476 3158836 1802661751 3158838 
0,7955816 1851878512 7627123 
0,133541092484450 482737482867 29301 32481138738817392 
0,499850244711 1701867368 139547984756197956401393507 1701080941 7234925 7565155 32480047632314982 1684104556 521325014900 
1,27420086464962926 6698290 7453010382051241577 110425310589542 521510348146 53000776410489 207034281838 275285380879483219062279809358593590007160076151 1684956531 1684959846 241427558966 
0,1684957547 110386891417965 474214396532 7565155 107122531791713 118074580956257 7633006 1718378856 29288 29113321838441060 1701999987 1802658160 
0,1819042146 113723913432941 30518497716236140 1852403827 2147637574583020054884 7627106 
0,114827987607912 32199698172174696 32498743741867370 
0,1684956531 126965481633121 125779768604014 
0,1684106343 126913622667876 
0,6649449 28258996689397106 34177684928883046 
1,128017496502901 12848 1919251317 521325014900 521492723052 7954788 1684957542 6778732 2440484530391241797700005157706343989292332136 1833826488630928892262 7310302560386184563 7453010382049867617 
1,125779969993079 110386924511606 30243645579093358 8243115018434082147 7234316346692756851 7018145789371442546 206967513795 435845427824 110442424264050 469919427683 1819042147 59493335726277214541461808 469919427683 1701080931 211329182827 431265440118 12849 495841537896 
0,28279 1953658216 1853059696 435728378979 499967813990 7629175 7169380 8023907 8315172586701811571 7563620 499967813990 495623496051 7957695015158572402 29794 499917616497 126879614985580 121399003082606 7957695015158572402 6583655 1650816613 
0,1819042147 
0,28538298446734195 495740282228 1871507254651470702691 1953260909 8388068008465954163 1953394532 1802264951 8388068008465954163 453025686370 1953394532 1936945004 499917354867 110425310589542 
0,6519150 545109315453924103452001 7310575174828189042 
0,110386756153200 
0,8319381555649605475 499850244711 110386907865463 435711599475 7565155 517030569330 488440488389313991831405 29113321770805363 
0,6583671 1684957549 1953394532 1953394532 7104887 1953658216 7234935 7368033 1953394532 1701994851 
0,7955816 1819044194 121424956715618 1802465122 7306916077306274156 
0,1685024615 30792288643805808 
0,1634036585 28259014020526195 1936744803 29113321670862201 32765890859591796 1952867692 29113321805605235 6579554 1936942445 444234035047 495857003619 1953394532 8388350625903834466 121382024472940 
0,1819042147 6648437 
0,7501671 
0,1953719650 448345170295 461414691428 35403899755315320460485619565 
1,7629163 482805445747 110386773518690 1882207537 2220917624366127408494 28528 7892834 858861617 825321321 6384239 
1,7761256 495891410786 30506402751803507 3158069 126875187113840 28550371868566887 7761256 8318822960726372214 7237495 125780121316961 2037604709 2129333263492058543473 2036427888 1684956531 7761256 241461245496 2683341109780575069527948696863253986593550508657356467817 
1,1819042147 67960557348860861833754672 128017496502901 28542640894207341 29113321804882295 
1,8670342712797313426354547812468 1684956531 1701147238 2129837671069762154081 110386757198189 516683169926486087132525 29113321536775539 28542640894207341 31354109288605812 1999267629472362557296 435728769633 
1,1819043191 418565549923 7103844 7106419 34165556075327336 52983525384899 499984201569 521515500515601276497763 1819042147 63110594595647047796275504 30796639612661620 6644083 7562100 3761406706142310256 2148068245599578715251 114865548258163 132302708660815236590432099 2129331578747080958317 
0,1953658216 435727459700 7959139 1701210476 6646116 8023152 1885693291 1702063986 435777794663 110404021089395 1701013870 7954788 119268933661538 
0,7172709 7236828769400352631 111555037722209 114844899631472 7308895219609985389 1871078845343198897524 125779768604014 
0,24948 1935830890 7565155 500135195763 29113321654480759 
0,491261618529 1685217640 1701869940 1701147238 1819042147 431315968883 
0,7370105 1701147238 
0,1685024615 1685024615 521510087010 495623364973 29113321586650986 521560288869 32776877083881315 
0,28537 126922397999459 
0,2004318049 7627108 499917354867 1701013870 1701669236 32765890658201460 7105641 7633012 7565155 133506465165164 7895160 
0,495857268071 32496501769204597 29113321670861155 
0,24936 24936 110386840891248 7303020 28259026905884008 478560413032 
0,1953392996 521610423905 1684828020 6906465 
1,431198270305 113723913298276 28538277257700723 32760367514808163 1953390947 495857268071 1819042147 63115464608140135515568432 7234307542010455410 28528 58515497971554 13933 7698230 
0,31371761704597298 7627127 7105641 30506377082594669 1870285922646082416233 465675053171 32199706594272612 426970931554 1701994851 2239871025554241254755 7453010364988352627 30506377082594669 1870285922646082416233 133459203420774 29113321704812397 7105641 491495514477 121424957302128 435476329831 1870285922646082416233 
0,1885693291 7234932 29554 439905249395 7959906 6776677 
0,1819043191 1700946274 31073763788289907 126875185802343 127961830418548 
0,29301 32481117229639779 24932 128034844730738 6777186 7565155 6649449 32481117229639779 24932 8319678385385468528 128034844730738 
0,31078114724438371 1836019570 
0,1953390947 461195538547 2053202786 111516298932077 30792288643805808 121382024472940 500068933987 121382024472940 435459551094 495740281187 
0,1635346792 7697523 7630711 7170354 111516182737524 128017496895341 435644495461 495623364968 7630711 1819043176 30305 1954047348 7037794 7763308 7233892 
0,26995 418414030701 32495402475416688 
0,29113321888246896 30787873719804263 
0,7955816 444234035047 6382963 2003134838 111516417617763 1937334631 495622906215 1819043170 24953 114844899371366 
0,474316235114 418464558951 7105641 1952937068 
0,29113321704812397 
0,499967813985 1819043191 1885693291 7234308714703253097 
0,125779768604014 7498099 
0,1907970644585140544883 1685024615 1818326372 7170419 111516298932077 24944 
0,9620159522645181979008080703093 28548172828864360 
0,1701082468 32780167280157032 133566594118242 
1,8319381555649605475 111516298932077 26419 139505465440090256841140598 1819042147 61906483663066358975838512 2146841281899658504566 6580599 29301 495623364973 2036427888 1635148138 495622906215 431131421796 448713748336 426970936685 111524889522030 465809859954 207000729698 3436649 6649653 470033642801 
0,134712465364218053988999473 125823019609956 115944461792305 2055549093081956574572 125779785441635 134712465364227962427501617 7627110 1886741297 2055549093082041182573 1701736290 32489934597091952 126879549122924 2055549093082159145335 8315179149160573284 6581875 7563380 1701994851 
0,32765890859591796 1735289195 1819044200 444234033268 
0,1701867374 7105641 111524889521775 
0,521577455976 8746382351123245410 
0,121364643277154 6907244 7630708 3166872515 8243105118282998124 
0,7303010 1701669236 7234315298905552243 7453010364988352627 521325014900 
0,431349919603 521493438829 111546565878643 7958370 1870860988062311478387 488440486149536008467060 24932 7566690 32773655891898216 110425377959529 521515500513402353313138 7563620 6649445 
0,6912358 461229356401 125780121053299 31084758854496357 1952937068 7235949 
0,34165556242642292 499967813998 1818322290 
0,1953525857 
0,418565617007 495857003619 418464558951 7174503 
0,1952937068 32481117012714861 521325014900 495874897256 
0,2479203267 435744764535 7627127 
0,24936 500068280676 1684104562 1953394532 32626950237085647671977604458 1702257011 32503081525146214 6452592 
0,1871077169678888231286 1701667175 1684956531 7563620 6779757 29301 32480047632314982 32495402443042401 495623499628 1936029041 125848706117475 495874307443 1953719650 
0,431264917864 431198270305 27413459396747639 27423372232384870 435777791340 
0,521560288869 112615744565877 7499124 
0,29401183163277672 
1,15226657871667990455146460212 127979059635571 32199689414468705 32760367514808163 431349130869 30506385890701938 126905251096692 29301 131075800596913234884522099 66761076408856062605670704 
0,439956238960 1952937068 29554 512970484833 1802661751 1937334628 
0,2479203267 7630690 495623368558 452655936111 7565155 8025450 7169394 
0,1953391986 1871653629331680295013 1702257011 
0,499967813998 431197810277 7954788 29113321704812397 30506402751803507 435610545523 521543775603 1937334642 126879614985580 32481125887799159 1702194274 1702194274 7954786 6583655 1735291501 
0,1937207144 1852399984 521610028388 29113321670667635 
0,7239014 1952670054 110425243742817 573406402439559468381797 431315580258 1870285922645813522292 1953065075 125040764884655302513684323 126879431355763 110386756154726 1937009000 
1,111494907916911 1919251317 145640004621809443044603696 521325014900 521492723052 7236837538885362020 6778732 2440484530391241797700005157706343989292332136 1833826488630928892262 7310302560386184563 7453010382049867617 
0,1953390947 
0,499850244711 1684956531 32772547957449569 125779768604014 
0,9147583104922748752733993198952 1937207144 1701736294 111494975023203 7631724 2004117870 7234935 1685611892 504213041000 25697 1701013870 431348870007 1701999987 121399053086572 431415719732 7235939 2003987762 7763308 8020330 
1,113723913298276 28538277257700723 431198270305 32760367514808163 7956595 1819042147 58289206062647358107171120 7234307542010455410 14698788704907120 3551853 8025395 1882207537 
0,2479203267 1684956531 8319395793684295523 
0,499967813998 499917354867 482737482867 1819043191 6649449 7886763248298457189 521509891429 1702063986 482737482867 1936160104 495656595059 
0,1953394532 1685024615 3697006 
0,1953390947 110425477965171 418565615463 7629160 111516417222000 
0,2037544549 31084746153880933 1953395556 7758184 2240303924232712253303 1953395556 7758184 126935499895408 110386773323123 7629175 1871437460964843482997 1886351972 1918985588 1953395556 7039340 2036429939 7629175 7304053 521577455976 1685024615 29113321704812397 1885693291 29113321670667635 
0,8243102914964186482 
0,1925984761640953342581 8243122740717776739 28259031267764339 32496501869798497 8027491966095614323 460069607975462391406960 1701732716 6714487 1886351216 
0,28013 1918985572 29113321586652520 
0,7563620 32199697869666163 29286 478476657005 1702521203 488440488389305401766505 
0,1953394532 125779768604014 418464558951 28559167928361325 1852399984 7566177 7234318584539147881 
0,28549272340885089 7499628 
1,478442449270 32762643579036008 3159351 1701669236 30243645579093358 1936615789 1851984991384725384821 1954047348 2110234914721125720419 521510348146 1819042147 64300760074859760017487920 7103844 7627123 
0,133540892276080 530849480678967343673958 29113321670667635 29113321535923570 1851980497629398331238 545219562432574384203117 29113321670667635 6583655 1735292517 
1,29301 28538298379821410 206967317187 7957695015460107633 7310579611546251107 7742357831867588972 6777186 6451042 521611141474 7234914 1954047348 241377424184 1685024615 1801680236 
0,9620172835198923139665466648934 1701734758 
0,1701999987 1953394532 32772479305805667 495757455206 
1,29301 126960935006068 34178039842728326437439436147 28259061148312946 28258992646088803 207051072195 111546465216611 12337 495958388592 448629993325 2179521995598752562190255193028471 29113321670863202 6779757 
1,1953394532 435845427824 8243115018434082147 25460 8820689524477097847 14385 31078166192731441 1869377392 435744765299 3356467 121424705384300 6959479 7104566 1819042147 2037609826 
0,448345042804 6384185 
0,125779969993060 
0,7453010343294756963 
0,8387231318654873193 521515500515601310183267 2003790963 128242412314979 1684956531 444234033268 1869442932 
0,32500899749585261 1953063284 32480064745989221 7957706001751502433 
0,1751213433 1701999987 444234033268 1702125933 500069392744 439805637747 110386908131187 444234035047 431349919603 1907970657830736720496 7890280 1953394532 125779768604014 1701539690 
0,7496044 474214788709 7565155 7563635 1937011297 521325014900 
0,521392779112 128017497481576 431415715176 435777791340 7629154 125779852554092 431500522083 499850244711 111477645534305 1701867368 28823050467303779 
1,418380476270 451780097331 125848706117475 435644491888 1851984424075380155748 8606223248749588340 3158066 1701147238 32481173182507373 111516298932077 3158065 1701147238 1954047348 1701147238 2110234914721125720419 521510348146 1819042147 251174844042420937568312 
0,32010435553153251233338715763 1885958772 1907970655588612730743 7453010356363947120 491495253346 6385511 1952802157 499917353575 1684957547 125796931233377 126935164610659 
0,7170419 7453010330410836343 1702259052 
0,146825224714864049117096035 
0,521375147378 1952937068 
0,6582119 28259048195715683 7364967 32495402174277990 7368033 495740283238 1936744807 29113321536647016 1684955496 1702260588 
0,8391162081246016103 1953719668 28542640877563747 448630251877 1918985570 127961661859172 113723913236332 31075997271025000 25460 
0,495840224633 495773117552 
1,500101768562 13105 28259039672824431 7308901791011072370 491327353455 1851984720870404747888 
0,122566096047570686996210018 1701536119 435777794659 
0,28542640894207341 7453010373561444201 7453010364988352627 
0,1918985572 1685024621 1953390947 435778318948 32199646649479778 435778318948 
0,6578532 
0,418431068275 28542657956179811 7308895120959759725 499985377654 7163376964552713057 549830962486791797499236 7163376964552713057 2240298029690980099443 32772479289292131 2037169923880746510707 8243107338930713204 461229090915 129112646050163 444234033268 29382684974604652 465491487094 2128686148088144686947 30506377082594669 2037169923880444585061 27419012789397870 1871653629331680295013 1871653629331680295013 31073823867824483 495623364978 28268862380270970 
0,7234303221339941222 7453010330410836343 1937334628 495623498092 1702260588 
0,8025450 111516266229607 114776330036595 7628145 
0,495622908276 1702063980 1953719650 2054120290 
0,1685024615 32480047632314982 1701994851 435728378979 32480047632314982 474272812499726714039925 1702195828 32480047632314982 2036429939 32199706527559526 1701669236 6583655 3697006 
0,7105641 1819042147 1952937068 1936615789 
0,7239012 1818323300 8025450 1852141679 24932 32199693944451682 1718777203 
1,474108012561141196088690 139566689247205799045002611 491328400997 2002874980 3158065 25191 1952868711 32199646364659574 7453010403576014194 491328400997 122566244847085121111813749 1954047348 
0,28549298092603233 1851878512 1701669236 1952937068 7105641 1954047348 32488822184109412 6645111 7629154 
0,1701994851 482737482867 33055139575915895 474365388140 111494907914339 33055139458083180 1851980211790717808483 452924106868 1953063287 9145416728982049100542832963427 499917484917 1851980211790717808483 8247620859782326644 133506532204902 9221228500168489082103100499315 594181227101647835287191059897349743 1701605234 1701210476 
1,111477728045155 7235959 1701147238 1926851430842316975202 32762643578185064 133506649647475 521510348146 7365729 
0,500068280676 
0,24953 1953390947 34165590552963428 7809644666444607081 1935832435 418565615463 32760367481649253 
0,444234429047 25956 
0,6578547 521610949747 7233901 1801807223 2036425826 1701210487 500068280676 32497639818944880 128021825744742 1935960427 1802661751 544943726518967141691235 
0,110404021089395 1870574157394358659171 129121638444903 1953394532 435744764535 28268922578101618 431198399849 
0,1751213433 7105641 1954047348 521375147378 1952802157 
0,500068608883 28259000985215334 2257525986015871133026 1634627431 1952802157 495840687215 474315976819 7631722 7235938 29113317225423223 127978992397424 1796715420356577485157 133476417105763 1953394532 7758184 25703 499967813998 
0,7453010382234940785 139505446564313469148030316 7954788 500068283767 111477645406062 6840686 500068280676 1684957549 418464558951 31084793298248052 32765890658201460 
0,1701147238 1819042147 
0,8315736636032967012 1801807223 111486184091491 8389750235536912244 1701669236 1801807223 41667 
0,6779757 13410 435777791340 435728772968 
0,1953719671 500151971683 2053726568 119213591471043 32199706527559526 
0,7171437 1801680230 521611142509 2128395963909778073699 
0,32765890658462817 111477645534305 521560288869 499967813998 6385001 482737482867 
0,111550524584053 1701011814 1802465122 126948300911731 573406982541898628297318 
0,2147416902565184628077 24932 
0,6648929 
0,1802396002 521392779117 
0,491261618529 7239012 27710396508105060 1868654956 7039092 1937010540 7628385 29301 7237954682158609763 
0,7955816 7453010330410836343 435561066349 32765890658201460 7105641 1651470960 521510478181 
0,7496057 7499628 6647662 7627108 435745550194 
0,1869770034 113723912843107 7174503 121364642226541 2147345410175706034023 
0,1953394532 131320444118393 1685217635 27509 119183033594484 1952937068 495722919266 
0,24932 6449516 439805637747 128017497481576 114844899371366 
0,126875187113843 499850244711 444234035047 482737482867 1685024615 499967813998 
1,1953394532 133523829648486 133523828731507 521577455976 7954791 1952540771 28538277257700723 478694828144 110369643982965 1819042147 65538001646625368707643440 121399086690353 495875286388 1819042147 63101205202073511274166320 
0,1852267878100174729064 8243120472774047085 8023907 7233901 7234314156243055981 1952937068 34184235089551722 109304441107824 34165556075327336 39279265759271674565346270648067025170279 537045991533010080033954950131182691 1953722224 133495928852857896680752651587201427055 
0,2037604709 1953394532 121424956188018 1802725746 1701210476 1702260588 
0,482972103271 133541075972720 521644502882 
0,6649449 6382964 1701999987 32217268932930662 
0,444234035047 28273260359807599 34168841658589548 7453010330409592178 7453010330409592178 
0,1918985572 29113321889097060 
0,7171940 1684828020 2239073892818276803961 491327549298 448345239412 499967813998 1952802157 521325014900 28016 
0,418498044276 141999004506264207750489702 
0,1871507261192739251555 133459207177058 
0,521611142509 2128395963909778073699 435560541793 
0,30506402751803507 461229749363 29113321654083956 
1,128017496502901 29301 28258979761190753 9622006770981083280355040784227 1885958772 469551022185079318410597 1986097780 232363939537488943473505 52983525122755 469919427683 7633012 7563620 211295483704 8574920818172933840662412388590820527585329 1074743888435231971379737756691335545607055475 3240812 6971699 
0,28549298092603233 111550860781933 
0,30792288643805808 1802264951 121413839418398321767380330 2129837666658746655343 444234035047 126888071227508 573406982537496320962403 7496037 1953394532 8319390360299335797 1953394532 121382024472940 444234035047 499918270581 1851984709931341346163 6578541 
0,6649449 1684828020 1953394532 474108155548166185837924 
0,495857268071 1952937068 7235949 
0,6582881 7627127 1701669236 448343926130 
0,7453010352137008243 6779757 7234935 1952868716 1701734512 478560413032 7827051 29815 1818322290 29113321703695725 478560413032 1819437415 7827051 7627108 1819437415 8387235643720360301 478560413032 7236847435462633831 2000059117311417741927 28259048414932585 7308901739622327668 7308901756550934381 1952802612 121424957302128 29794 7236847435462633831 
0,8391162085810135405 6714229 28270022206386020 435778318948 2037279092 127978842518643 29113321654477168 7630700 
0,499967813985 1851878512 32765890658201460 
0,6646116 37578761990205212975853429601 28259048263279972 6779757 28555895112758643 7170419 28559167742767713 2053726568 6578547 
1,31398681308562726818822318965 6779757 1701147238 1701147238 29113321670861155 64314946269569728164345904 111542271243622 7563117 110386773518690 1882207537 521509888356 119182715674979 1684956531 219885418808 
0,29113321604213111 499850244711 7954788 1768583021 1684828020 491327481455 545200829429557225681011 491327481455 133506532598117 499850244711 32484471482508652 112615676732770 7453010356365259891 1835104357 133459203420774 1885693291 448345239412 
0,521510348146 521325014900 29301 1634953590 113723912843107 113723913631074 452639028583 1936154978 125780070984051 126888071227508 2037604709 435610152565 1852338026 495740283234 521392779117 6383731 
0,110386756021350 499967813998 495874304115 2239870751818644612467 1852403559 7310575217744506738 32765890658201460 
0,133541075972720 6711671 1735290732 1919508840 7627127 7039092 29113321805608291 500136110195 6841708 
0,29401393683915122 7102819 1685090916 116966763619684 118066241693028 1852402997 1684828008 
0,126935164610659 121399069663587 7600509862554001762 128017480054115 32780162867945844 2000059137051188945271 32488822184109412 7953747704359576951 1952540771 8749493956077646448 
0,7955816 7174503 
0,1684957549 30803296912696674 111550860781933 6579571 2037933427 1685024621 126944023570797 1920229740 6580599 474147938659 1701210487 
0,125780071048546 7106412 
0,113723913235827 31096 7499628 7499628 24932 1937339751 1635149166 121424957302128 1953656691 7499628 7233911 1952802157 31096 444234035810 29113321804621165 
0,435627582828 444234037107 1801677168 1701147238 2239868759452035539298 1701669236 8243122731943290227 
0,24951 2147777192742818834021 6645095 
1,7234318571485226354 111516298932077 32772479322582883 521560288869 
0,482737482867 
1,8388345085396285541 7890291 12339 1935893875 1735289202 63096501426446609274647088 495874961251 121399086690354 
0,1952802157 8319104414412010096 1819898996 
0,7105641 1801677168 470033969461 31084793298248052 
0,32495402475416688 28259061315955809 2036427888 
0,7499628 
0,516535090454819759288933 141937280260554327718979700 
0,1953390947 469921000550 113723912712042 
0,495874305902 7107942 1735290739 126870808066412 
0,121424822101362 28542696426730081 2148068245634122084980 1953390947 
0,1702195828 7761772 1701994851 7104887 1920361838 31071180563490071994810134133 111524990250867 8315170353319209325 29113321821856118 2239871020095186036068 7236849690420211317 500135195763 29113321788762477 
0,7453010364988352627 26725 7497063 113723912712052 7627361 6584691 27417840313722220 
0,7453010313414276211 
0,1685024615 28268879543625079 
0,1819042147 1819042147 28556934427011179 504464566635 540221289953265047335023 1819042147 111550810515556 1701273964 1701606770 499850244711 435644491888 1907970660003855164786 34186468320703857 1936615799 
0,1819042147 111477728045155 8023152 3372140 
0,1937073508 1701667175 474215182179 521510478181 29305 
0,8243122740717776739 431198138982 1999267629472362492773 1953394532 1885693291 126879547879539 29113321653499238 500085384297 2128686143694342942578 7311161296130371436 29113321837913452 444234033268 29113321704551794 1819047270 1952937068 
0,110425310589542 7453010403442127987 30227127134740855 1702258039 28259022643752048 7453010364988352627 32776877083881315 7826804 7234307559156244835 500069458280 1936025441 1751213433 
0,111516417617763 495841537896 1936748404 
0,7106412 495773643367 1700946274 7453010343479568500 
0,7233901 7566690 2003790963 418464558951 
0,1701867368 1954047348 495874041197 29113321670667635 1954047348 121424956188018 435610545523 2000707924859600069986 7954788 
0,1702060387 1701536119 1907970655588612730743 128021825744742 1701994851 27423350856970855 521325014900 111481806020976 
1,128038972186988 418380476270 111516298932077 1685024873 3371117 125780153691248 206967186115 435845821040 474107080027869125113191 521510348146 7235959 228525814584 31651020126973806 1253144418730324524391706181807061552245011564 
1,7564659 8315161591619413363 1871653629361861652073 1954047348 32497618326483555 7564400 1869901671 140714390975130385994184567 474214788972 246599414067 122566244847085121111813749 418532063333 111494975023203 142837113889110736507337630267691448368 55445396927026 6644025 
0,7173742 29301 1701669236 
0,1937006967 24932 7957695010997232996 
0,7630711 448345172322 
0,2129763914661573784691 
0,1684828020 29288 29113321805541232 2057670936139297205895755418921059 29113321654480759 
1,111516298932077 1651862627 111546465216611 7368564 34186468320703857 495756604521 111516298932077 27357367090176823 
0,1937339751 29113321837913452 
0,1635149166 28548142646784615 6578547 7499628 6645096 7959906 7499124 7499628 7628385 448344782188 121399203423597 448344782188 7499124 1635149166 1918985576 29286 6907244 2479203267 7630700 1802661751 29281 
0,2479203267 474215047540 125762639128940 27428839674571873 521325014900 
0,28268879543625079 1701734758 111546565097573 488440488389296911508836 
0,110386891417965 1700946274 1702125932 500101901427 1701867368 521560288869 29113321838441060 121424957367660 133519602446178 29113321787581812 1936943467 
0,32760384526971504 24944 
1,521392779117 7237495 113723912907127 125779768604014 3552313 7630711 
0,1701999987 1801680230 29799 
0,120325193752946 28556934444445554 126948234584419 1851984982622907495015 
1,8319381555649605475 111516298932077 26419 139505465440090256841140598 1819042147 61906483663066358975838512 2146841281899658504566 6580599 29301 495623364973 2036427888 1635148138 495622906215 431131421796 448713748336 426970936685 111524889522030 465809859954 207000729698 3436649 6649653 470033642801 
0,7234925 2000707924859600069986 140756725961170361179729513 113723913167203 113723913432940 478958352205122495997025 122660692320293665427648355 1701210487 7823724 126956807679073 1701210487 
0,495722919283 28259022643752048 28537 1871077169678888231286 28537 1871077169678888231286 
0,516534803911042904911726 7565928 32481138621362998 1685024615 444234033268 1702260588 7233901 448562802740 7955816 28520 
0,34177710698097763 435777791340 
0,1685024615 121399103614829 129104273827956 
0,1952802157 122537336859954 
0,28258979610322276 133532268524904 128017497481576 1952867692 
0,6649449 3166872515 
0,7565155 7453010364988352627 6711671 121381990850916 7566698 110386773516643 7627127 7233911 7499628 28259048480666739 7453010377922934119 6711671 34177684928883046 28259044202739047 121381990850916 7499628 
1,1801678691 126965178856808 1818322290 7233901 34171118058496371 7633012 1701210487 241377556792 32483346234897523 121424789660513 7633012 7633012 6514034 27414330466214595 517264798831 3224375 3236204 7567159 
0,474272812499726714039925 1936945004 1852399975 1802661751 119225866281843 
0,110386891417965 128017497481576 7629154 431198728034 34165556075327336 7037282 28542657956179811 6578547 1953395561 2021160041 
0,1635346792 113723912843107 28268879543625079 
0,1953394532 127978876071782 1702260588 1802264951 7453010330410836343 29113321737512299 500135191912 1836212599 
0,126888071227508 125779802222455 7564400 7310870969309884259 461497791074 495723503991 495656989284 474215052129 1684957542 126888071227508 448412344684 1702260588 133506682414436 
0,1937334628 113723912708461 125779969993060 111550659456884 28259048331046505 
1,3699303 28538277257700723 1702259052 7890291 478442449270 1952540771 6451053 32777976696825203 8391162034320992612 495740676455 1702259052 29301 435644491888 32488822184109412 1954047348 521544036200 207084337464 119182715674979 1684956531 207084337464 
0,521392779117 435778057331 1702125933 
0,1702125932 8319108855374833012 
0,435626798178 7954788 29301 1701210476 1685024615 1937334628 2129690742162744959336 6578530 1937334628 478793197313388281100389 1999267629472362492773 1701210476 1935961959 2128828578854521367650 1685024615 29113321704812397 
0,461413904996 491328397687 521509888356 
0,1701994852 1801680236 29113321805475699 7496035 
0,126965481890160 435459026032 6714229 111494975023203 479107295521374930366307 34177719288033895 121371687817796083541635169 1751213433 1836019570 
0,1751609973 448343928675 7630696 126909512248691 1885956195 7627110 499918468452 479143329378307481629296 1954047348 1685221239 
0,1635346792 499967813998 6649449 34186463943156078 127991761170274 32481121626188899 521375147378 7453010364988352627 7301236 1684957547 1701669236 418464555383 1952802157 
1,29118836290974310 2036490594 7827319 7168355 2036494189 418464555383 7630696 6515056 521359221094 120299691534435 1852389495 500237104436 2037149810 1952540771 215624069688 7367784 65509667951563935332120624 31578202411856749 1986228786 
0,6649449 448343926130 32496501618079091 
0,461263496548 495857003619 
0,6907244 2038063468 7627127 7627108 7954788 3166872515 1684956531 24932 7107189 1953390947 1802661751 
0,127991760381303 1918985588 29301 500135191912 495740281190 29301 1936030053 8243102914964186482 110404021089395 110425310589542 435710683251 119268933661538 
0,7955816 1702125933 435594162291 6775149 111516417222000 111543031391607 32199706594272612 448629993325 32199706594272612 1752446002 1953523059 1802264948 
0,1701867368 1685024615 1801807223 7453010343294756963 
0,1634230632 110425310589542 491327879540 2239868759516393007468 431198270305 30227092706850148 
0,7955816 521359221094 121399203423597 6383715 41667 7758184 7104876 7306916064388343138 7633012 1735289202 1952802157 7485548 431198726516 500152496246 1702260588 1702126960 
0,499850244711 1701208435 1885958772 1953394532 426970603888 2110234910280381527411 
0,8317426632716286323 1702260588 30001 1907970651190834981228 495656529779 30002 28259031268160627 28259057020986722 30003 521610423905 
0,7239027 7039092 1652121965 7239012 31078144789802593 7039092 1802465122 121424957367660 32481172846831984 28273260359807599 7631469 6647662 7499624 
0,1918985572 1684104562 495756343397 
